chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
A1\KAPITEL 6,A1\KAPITEL 6\Audio 143_001.mp3,inll_9dcff2851ae1_A1_KAPITEL_6_Audio_143_001.mp3,A1\KAPITEL 6\Audio 143_001.txt,A1\KAPITEL 6\Audio 143_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 143_002.mp3,inll_f4b36cdc7c4e_A1_KAPITEL_6_Audio_143_002.mp3,A1\KAPITEL 6\Audio 143_002.txt,A1\KAPITEL 6\Audio 143_002.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 144_001.mp3,inll_db9bac47856d_A1_KAPITEL_6_Audio_144_001.mp3,A1\KAPITEL 6\Audio 144_001.txt,A1\KAPITEL 6\Audio 144_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 145_001.mp3,inll_580bcace3834_A1_KAPITEL_6_Audio_145_001.mp3,A1\KAPITEL 6\Audio 145_001.txt,A1\KAPITEL 6\Audio 145_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 146_001.mp3,inll_bceddab493d0_A1_KAPITEL_6_Audio_146_001.mp3,A1\KAPITEL 6\Audio 146_001.txt,A1\KAPITEL 6\Audio 146_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 146_002.mp3,inll_96a4af0b4383_A1_KAPITEL_6_Audio_146_002.mp3,A1\KAPITEL 6\Audio 146_002.txt,A1\KAPITEL 6\Audio 146_002.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_001.mp3,inll_691f053f7942_A1_KAPITEL_6_Audio_147_001.mp3,A1\KAPITEL 6\Audio 147_001.txt,A1\KAPITEL 6\Audio 147_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_002.mp3,inll_66bc6ad81940_A1_KAPITEL_6_Audio_147_002.mp3,A1\KAPITEL 6\Audio 147_002.txt,A1\KAPITEL 6\Audio 147_002.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_003.mp3,inll_9b52c668dab0_A1_KAPITEL_6_Audio_147_003.mp3,A1\KAPITEL 6\Audio 147_003.txt,A1\KAPITEL 6\Audio 147_003.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_004.mp3,inll_69ab56f5acc1_A1_KAPITEL_6_Audio_147_004.mp3,A1\KAPITEL 6\Audio 147_004.txt,A1\KAPITEL 6\Audio 147_004.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_005.mp3,inll_97cd969a5262_A1_KAPITEL_6_Audio_147_005.mp3,A1\KAPITEL 6\Audio 147_005.txt,A1\KAPITEL 6\Audio 147_005.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_006.mp3,inll_3eb9b4e483db_A1_KAPITEL_6_Audio_147_006.mp3,A1\KAPITEL 6\Audio 147_006.txt,A1\KAPITEL 6\Audio 147_006.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_007.mp3,inll_da326f1a7344_A1_KAPITEL_6_Audio_147_007.mp3,A1\KAPITEL 6\Audio 147_007.txt,A1\KAPITEL 6\Audio 147_007.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_008.mp3,inll_5b57154a76be_A1_KAPITEL_6_Audio_147_008.mp3,A1\KAPITEL 6\Audio 147_008.txt,A1\KAPITEL 6\Audio 147_008.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_009.mp3,inll_06177e177ece_A1_KAPITEL_6_Audio_147_009.mp3,A1\KAPITEL 6\Audio 147_009.txt,A1\KAPITEL 6\Audio 147_009.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_010.mp3,inll_1542c065a6be_A1_KAPITEL_6_Audio_147_010.mp3,A1\KAPITEL 6\Audio 147_010.txt,A1\KAPITEL 6\Audio 147_010.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_011.mp3,inll_e2a28c4ac348_A1_KAPITEL_6_Audio_147_011.mp3,A1\KAPITEL 6\Audio 147_011.txt,A1\KAPITEL 6\Audio 147_011.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_012.mp3,inll_e39b3a75d86d_A1_KAPITEL_6_Audio_147_012.mp3,A1\KAPITEL 6\Audio 147_012.txt,A1\KAPITEL 6\Audio 147_012.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_013.mp3,inll_28b764c35290_A1_KAPITEL_6_Audio_147_013.mp3,A1\KAPITEL 6\Audio 147_013.txt,A1\KAPITEL 6\Audio 147_013.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_014.mp3,inll_4dc6da84d4c9_A1_KAPITEL_6_Audio_147_014.mp3,A1\KAPITEL 6\Audio 147_014.txt,A1\KAPITEL 6\Audio 147_014.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_015.mp3,inll_585f6967b264_A1_KAPITEL_6_Audio_147_015.mp3,A1\KAPITEL 6\Audio 147_015.txt,A1\KAPITEL 6\Audio 147_015.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_016.mp3,inll_4f340c224233_A1_KAPITEL_6_Audio_147_016.mp3,A1\KAPITEL 6\Audio 147_016.txt,A1\KAPITEL 6\Audio 147_016.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_017.mp3,inll_3d5e01dc8185_A1_KAPITEL_6_Audio_147_017.mp3,A1\KAPITEL 6\Audio 147_017.txt,A1\KAPITEL 6\Audio 147_017.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_018.mp3,inll_752e1a8cee20_A1_KAPITEL_6_Audio_147_018.mp3,A1\KAPITEL 6\Audio 147_018.txt,A1\KAPITEL 6\Audio 147_018.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_019.mp3,inll_09ace55b882c_A1_KAPITEL_6_Audio_147_019.mp3,A1\KAPITEL 6\Audio 147_019.txt,A1\KAPITEL 6\Audio 147_019.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_020.mp3,inll_d475a3bb7126_A1_KAPITEL_6_Audio_147_020.mp3,A1\KAPITEL 6\Audio 147_020.txt,A1\KAPITEL 6\Audio 147_020.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_021.mp3,inll_4cb4ef073eb9_A1_KAPITEL_6_Audio_147_021.mp3,A1\KAPITEL 6\Audio 147_021.txt,A1\KAPITEL 6\Audio 147_021.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 147_022.mp3,inll_ef3004e129fa_A1_KAPITEL_6_Audio_147_022.mp3,A1\KAPITEL 6\Audio 147_022.txt,A1\KAPITEL 6\Audio 147_022.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 148_001.mp3,inll_905880cf8539_A1_KAPITEL_6_Audio_148_001.mp3,A1\KAPITEL 6\Audio 148_001.txt,A1\KAPITEL 6\Audio 148_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 148_002.mp3,inll_6bbb292e1c05_A1_KAPITEL_6_Audio_148_002.mp3,A1\KAPITEL 6\Audio 148_002.txt,A1\KAPITEL 6\Audio 148_002.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 149_001.mp3,inll_8e8f11d0195b_A1_KAPITEL_6_Audio_149_001.mp3,A1\KAPITEL 6\Audio 149_001.txt,A1\KAPITEL 6\Audio 149_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 150_001.mp3,inll_a2867457589c_A1_KAPITEL_6_Audio_150_001.mp3,A1\KAPITEL 6\Audio 150_001.txt,A1\KAPITEL 6\Audio 150_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 151_001.mp3,inll_5ff5a1b79fcd_A1_KAPITEL_6_Audio_151_001.mp3,A1\KAPITEL 6\Audio 151_001.txt,A1\KAPITEL 6\Audio 151_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 152_001.mp3,inll_5ee54779ced8_A1_KAPITEL_6_Audio_152_001.mp3,A1\KAPITEL 6\Audio 152_001.txt,A1\KAPITEL 6\Audio 152_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 153_001.mp3,inll_6e9056203254_A1_KAPITEL_6_Audio_153_001.mp3,A1\KAPITEL 6\Audio 153_001.txt,A1\KAPITEL 6\Audio 153_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 154_001.mp3,inll_5ebe33e8a37b_A1_KAPITEL_6_Audio_154_001.mp3,A1\KAPITEL 6\Audio 154_001.txt,A1\KAPITEL 6\Audio 154_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 155_001.mp3,inll_7ac08fe23612_A1_KAPITEL_6_Audio_155_001.mp3,A1\KAPITEL 6\Audio 155_001.txt,A1\KAPITEL 6\Audio 155_001.txt,2
A1\KAPITEL 6,A1\KAPITEL 6\Audio 155_002.mp3,inll_b8d216cbf7cc_A1_KAPITEL_6_Audio_155_002.mp3,A1\KAPITEL 6\Audio 155_002.txt,A1\KAPITEL 6\Audio 155_002.txt,2
