chapter,source_audio,anki_media_file,transcript_file,translation_file,cards_generated
B1\KAPITEL 5,B1\KAPITEL 5\B1_AUDIO_135_001.mp3,inll_bb92470e0151_B1_KAPITEL_5_B1_AUDIO_135_001.mp3,B1\KAPITEL 5\B1_AUDIO_135_001.txt,B1\KAPITEL 5\B1_AUDIO_135_001.txt,2
B1\KAPITEL 5,B1\KAPITEL 5\B1_AUDIO_136_001.mp3,inll_5f9af9fcb91b_B1_KAPITEL_5_B1_AUDIO_136_001.mp3,B1\KAPITEL 5\B1_AUDIO_136_001.txt,B1\KAPITEL 5\B1_AUDIO_136_001.txt,2
B1\KAPITEL 5,B1\KAPITEL 5\B1_AUDIO_137_001.mp3,inll_0501dbe71e43_B1_KAPITEL_5_B1_AUDIO_137_001.mp3,B1\KAPITEL 5\B1_AUDIO_137_001.txt,B1\KAPITEL 5\B1_AUDIO_137_001.txt,2
B1\KAPITEL 5,B1\KAPITEL 5\B1_AUDIO_138_001.mp3,inll_6dcc13383bb4_B1_KAPITEL_5_B1_AUDIO_138_001.mp3,B1\KAPITEL 5\B1_AUDIO_138_001.txt,B1\KAPITEL 5\B1_AUDIO_138_001.txt,2
B1\KAPITEL 5,B1\KAPITEL 5\B1_AUDIO_139_001.mp3,inll_d863cd575943_B1_KAPITEL_5_B1_AUDIO_139_001.mp3,B1\KAPITEL 5\B1_AUDIO_139_001.txt,B1\KAPITEL 5\B1_AUDIO_139_001.txt,2
B1\KAPITEL 5,B1\KAPITEL 5\B1_AUDIO_140_001.mp3,inll_fcf12b1ce48b_B1_KAPITEL_5_B1_AUDIO_140_001.mp3,B1\KAPITEL 5\B1_AUDIO_140_001.txt,B1\KAPITEL 5\B1_AUDIO_140_001.txt,2
B1\KAPITEL 5,B1\KAPITEL 5\B1_AUDIO_141_001.mp3,inll_539fb5a5523b_B1_KAPITEL_5_B1_AUDIO_141_001.mp3,B1\KAPITEL 5\B1_AUDIO_141_001.txt,B1\KAPITEL 5\B1_AUDIO_141_001.txt,2
B1\KAPITEL 5,B1\KAPITEL 5\B1_AUDIO_142_001.mp3,inll_ae6126ec5f04_B1_KAPITEL_5_B1_AUDIO_142_001.mp3,B1\KAPITEL 5\B1_AUDIO_142_001.txt,B1\KAPITEL 5\B1_AUDIO_142_001.txt,2
B1\KAPITEL 5,B1\KAPITEL 5\B1_AUDIO_143_001.mp3,inll_d3f31adeac15_B1_KAPITEL_5_B1_AUDIO_143_001.mp3,B1\KAPITEL 5\B1_AUDIO_143_001.txt,B1\KAPITEL 5\B1_AUDIO_143_001.txt,2
B1\KAPITEL 5,B1\KAPITEL 5\B1_AUDIO_144_001.mp3,inll_e13ad709cbe4_B1_KAPITEL_5_B1_AUDIO_144_001.mp3,B1\KAPITEL 5\B1_AUDIO_144_001.txt,B1\KAPITEL 5\B1_AUDIO_144_001.txt,2
B1\KAPITEL 5,B1\KAPITEL 5\B1_AUDIO_145_001.mp3,inll_4263c6a0dafd_B1_KAPITEL_5_B1_AUDIO_145_001.mp3,B1\KAPITEL 5\B1_AUDIO_145_001.txt,B1\KAPITEL 5\B1_AUDIO_145_001.txt,2
B1\KAPITEL 5,B1\KAPITEL 5\B1_AUDIO_146_001.mp3,inll_1c33579ecd70_B1_KAPITEL_5_B1_AUDIO_146_001.mp3,B1\KAPITEL 5\B1_AUDIO_146_001.txt,B1\KAPITEL 5\B1_AUDIO_146_001.txt,2
